# Box 5.5
#
id sex tl w year age bcyear bcage bctl growth
72533	M	452	830	2004	6	2001	4	362	59
72533	M	452	830	2004	6	2002	5	418	57
72533	M	452	830	2004	6	2003	6	452	34
72635	M	429	860	2004	5	1999	1	118	118
72635	M	429	860	2004	5	2000	2	247	128
72635	M	429	860	2004	5	2001	3	351	105
72635	M	429	860	2004	5	2002	4	405	54
72635	M	429	860	2004	5	2003	5	429	24
73177	M	410	730	2004	4	2000	1	75	75
73177	M	410	730	2004	4	2001	2	221	147
73177	M	410	730	2004	4	2002	3	348	127
73177	M	410	730	2004	4	2003	4	410	62
73303	M	444	790	2004	5	1999	1	97	97
73303	M	444	790	2004	5	2000	2	238	141
73303	M	444	790	2004	5	2001	3	352	114
73303	M	444	790	2004	5	2002	4	400	49
73303	M	444	790	2004	5	2003	5	444	44
73571	M	379	540	2004	3	2001	1	83	83
73571	M	379	540	2004	3	2002	2	252	169
73571	M	379	540	2004	3	2003	3	379	127
73652	M	431	660	2004	5	1999	1	81	81
73652	M	431	660	2004	5	2000	2	242	162
73652	M	431	660	2004	5	2001	3	350	108
73652	M	431	660	2004	5	2002	4	404	54
73652	M	431	660	2004	5	2003	5	431	27
73767	M	394	570	2004	4	2000	1	81	81
73767	M	394	570	2004	4	2001	2	215	134
73767	M	394	570	2004	4	2002	3	340	125
73767	M	394	570	2004	4	2003	4	394	54
75326	M	354	300	2004	3	2001	1	132	132
75326	M	354	300	2004	3	2002	2	265	132
75326	M	354	300	2004	3	2003	3	354	89
75453	M	395	580	2004	4	2000	1	109	109
75453	M	395	580	2004	4	2001	2	246	137
75453	M	395	580	2004	4	2002	3	369	123
75453	M	395	580	2004	4	2003	4	395	26
77842	M	425	750	2004	4	2000	1	111	111
77842	M	425	750	2004	4	2001	2	277	166
77842	M	425	750	2004	4	2002	3	385	108
77842	M	425	750	2004	4	2003	4	425	40
80129	M	451	850	2004	6	1998	1	85	85
80129	M	451	850	2004	6	1999	2	222	137
80129	M	451	850	2004	6	2000	3	339	117
80129	M	451	850	2004	6	2001	4	379	40
80129	M	451	850	2004	6	2002	5	411	32
80129	M	451	850	2004	6	2003	6	451	40
80643	M	420	1020	2004	4	2000	1	88	88
80643	M	420	1020	2004	4	2001	2	207	120
80643	M	420	1020	2004	4	2002	3	306	99
80643	M	420	1020	2004	4	2003	4	420	114
80658	M	443	800	2004	5	1999	1	79	79
80658	M	443	800	2004	5	2000	2	209	130
80658	M	443	800	2004	5	2001	3	322	114
80658	M	443	800	2004	5	2002	4	394	72
80658	M	443	800	2004	5	2003	5	443	49
80669	M	438	900	2004	5	1999	1	73	73
80669	M	438	900	2004	5	2000	2	145	73
80669	M	438	900	2004	5	2001	3	315	169
80669	M	438	900	2004	5	2002	4	385	70
80669	M	438	900	2004	5	2003	5	438	53
82079	M	434	1000	2004	7	1997	1	113	113
82079	M	434	1000	2004	7	1998	2	233	120
82079	M	434	1000	2004	7	1999	3	319	86
82079	M	434	1000	2004	7	2000	4	368	49
82079	M	434	1000	2004	7	2001	5	392	25
82079	M	434	1000	2004	7	2002	6	414	22
82079	M	434	1000	2004	7	2003	7	434	20
82853	M	413	690	2004	4	2000	1	101	101
82853	M	413	690	2004	4	2001	2	262	161
82853	M	413	690	2004	4	2002	3	387	124
82853	M	413	690	2004	4	2003	4	413	26
84343	M	418	360	2004	4	2000	1	153	153
84343	M	418	360	2004	4	2000	1	71	71
84343	M	418	360	2004	4	2001	2	340	187
84343	M	418	360	2004	4	2001	2	217	145
84343	M	418	360	2004	4	2002	3	391	51
84343	M	418	360	2004	4	2002	3	336	119
84343	M	418	360	2004	4	2003	4	418	27
84343	M	418	360	2004	4	2003	4	418	82
84543	M	382	330	2004	3	2001	1	78	78
84543	M	382	330	2004	3	2002	2	233	155
84543	M	382	330	2004	3	2003	3	382	149
84923	M	418	620	2004	4	2000	1	116	116
84923	M	418	620	2004	4	2001	2	261	145
84923	M	418	620	2004	4	2002	3	391	130
84923	M	418	620	2004	4	2003	4	418	27
85944	M	318	350	2004	3	2001	1	83	83
85944	M	318	350	2004	3	2002	2	168	85
85944	M	318	350	2004	3	2003	3	318	150
86201	M	462	300	2004	9	1995	1	67	67
86201	M	462	300	2004	9	1996	2	141	74
86201	M	462	300	2004	9	1997	3	280	139
86201	M	462	300	2004	9	1998	4	337	57
86201	M	462	300	2004	9	1999	5	378	41
86201	M	462	300	2004	9	2000	6	413	35
86201	M	462	300	2004	9	2001	7	431	18
86201	M	462	300	2004	9	2002	8	450	18
86201	M	462	300	2004	9	2003	9	462	12
87000	M	459	990	2004	6	1998	1	83	83
87000	M	459	990	2004	6	1999	2	215	132
87000	M	459	990	2004	6	2000	3	321	106
87000	M	459	990	2004	6	2001	4	410	89
87000	M	459	990	2004	6	2002	5	445	34
87000	M	459	990	2004	6	2003	6	459	14
87716	M	451	960	2004	6	1998	1	99	99
87716	M	451	960	2004	6	1999	2	216	116
87716	M	451	960	2004	6	2000	3	342	126
87716	M	451	960	2004	6	2001	4	388	46
87716	M	451	960	2004	6	2002	5	415	27
87716	M	451	960	2004	6	2003	6	451	36
87726	M	399	750	2004	4	2000	1	73	73
87726	M	399	600	2004	4	2000	1	103	103
87726	M	433	600	2004	4	2000	1	138	138
87726	M	399	750	2004	4	2001	2	164	92
87726	M	399	600	2004	4	2001	2	250	147
87726	M	433	600	2004	4	2001	2	290	152
87726	M	399	750	2004	4	2002	3	324	159
87726	M	399	600	2004	4	2002	3	360	111
87726	M	433	600	2004	4	2002	3	413	123
87726	M	399	750	2004	4	2003	4	399	75
87726	M	399	600	2004	4	2003	4	399	39
87726	M	433	600	2004	4	2003	4	433	20
B2D35	M	359	590	2004	3	2001	1	108	108
B2D35	M	359	590	2004	3	2002	2	225	117
B2D35	M	359	590	2004	3	2003	3	359	134
